,Etruscan,Translations,POS,Is inferred,Is suffix,Abbreviation of,Suffix indexes,city name,place name,name,epithet,theo,cogn,prae,nomen,nom,acc,masc,fem,nas-part,nasa-part,u-part,θ-impv,θ-part,θas-part,as-part,act,pass,non-past,past,impv,jussive,necess,inanim,anim,indef,def,deictic particle,enclitic particle,enclitic conj,dem,adv,art,conj,post,pro,rel,subord,neg,num,1st gen,2nd gen,1st abl,2nd abl,loc,1st pert,2nd pert,1st pers,2nd pers,3rd pers,pl,gen,abl,pert,TAG
368,larθalc,"((True, 'larth'),)",masc prae 2nd gen,False,False,,"(29,)",,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
369,larθale,"((True, 'larth'),)",masc prae 2nd pert,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,False,False,True,NOUN
370,[lar]θaliśa,"((True, 'larth'),)",masc prae 2nd gen,False,False,,"(11,)",,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
371,larθaliśa,"((True, 'larth'),)",masc prae 2nd gen,False,False,,"(11,)",,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
372,larθi,"((True, 'larthi'),)",fem prae nom acc,False,False,,,,,,,,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
373,larθia,"((True, 'larth'),)",masc prae 2nd gen,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
374,larθia,"((True, 'larthia'),)",fem prae nom acc,False,False,,,,,,,,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
375,larθial,"((True, 'larth'),)",masc prae 2nd gen,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
376,larθial,"((True, 'larthi'),)",fem prae 2nd gen,False,False,,,,,,,,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
377,larθialc,"((True, 'larthi'),)",fem nomen 2nd gen,False,False,,"(29,)",,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
378,larθialiσ'la,"((True, 'larth'),)",masc prae 2nd gen,False,False,,"(3,)",,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
379,larθialiśvle,"((True, 'larth'),)",masc prae 2nd gen,False,False,,"(46,)",,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
380,larθiia,"((True, 'larth'),)",masc nomen 2nd gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
381,larices,"((True, 'larice'),)",masc prae 1st gen,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
382,lariza,"((True, 'lariza'),)",masc prae nom acc,False,True,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
383,larizac,"((True, 'lariza'),)",masc prae nom acc,False,False,,"(29,)",,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
384,laris,"((True, 'laris'),)",masc prae nom acc,False,False,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
385,lariś,"((True, 'larish'),)",masc prae nom acc,False,False,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
386,lariśa,"((True, 'larish'),)",masc prae 2nd gen,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
387,lariςa,"((True, 'laris'),)",masc prae 1st gen,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
388,larisal,"((True, 'laris'),)",masc prae 2nd gen,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
389,lariśal,"((True, 'larish'),)",masc prae 2nd gen,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
390,lariśalc,"((True, 'laris'),)",masc prae 2nd gen,False,False,,"(29,)",,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
391,larisale,"((True, 'laris'),)",masc prae 2nd pert,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,False,False,True,NOUN
392,larisaliσ'a,"((True, 'laris'),)",masc prae 2nd gen,False,False,,"(1,)",,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
393,larisaliσ'la,"((True, 'laris'),)",masc prae 2nd gen,False,False,,"(3,)",,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
394,lariśaliśa,"((True, 'larish'),)",masc prae 2nd gen,False,False,,"(11,)",,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
395,lariśaliśvla,"((True, 'larish'),)",masc prae 2nd gen,False,False,,"(32,)",,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
396,lariśc,"((True, 'larish'),)",masc prae nom acc,False,False,,"(29,)",,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
397,lar{n}θ,"((True, 'larth'),)",masc prae nom acc,False,False,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
398,lart,"((True, 'lart'),)",masc prae nom acc,False,False,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
399,lartiu,"((True, 'lartiu'),)",masc prae nom acc,False,False,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
400,lartle,"((True, 'lartle'),)",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
401,laru,"((True, 'laru'),)",masc prae nom acc,False,False,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
402,laruσ,"((True, 'laru'),)",masc prae 1st gen,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
403,latini,"((True, 'latini'),)",fem nomen nom acc,False,False,,,,,,,,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
404,laucies,"((True, 'laucies'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
405,laucies,"((True, 'laucies'),)",masc prae 1st gen,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
406,lauśa,"((True, 'lausha'),)",masc cogn nom acc,False,False,,,,,,,,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
407,lauśiśa,"((True, 'laushisha'),)",masc cogn nom acc,False,False,,,,,,,,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
408,lauχmeoσ,"((True, 'laukhume'),)",masc prae 1st gen,False,True,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
409,lauχumeśa,"((True, 'laukhume'),)",masc prae 1st gen,False,False,,"(48,)",,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
410,leθaie,"((True, 'lethaie'),)",masc prae nom acc,False,False,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
411,leθes,"((True, 'lethe'),)",masc prae 1st gen,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
412,leinies,"((True, 'leinies'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
413,lemni,"((True, 'lemni'),)",fem nomen 1st gen (?),False,True,,,,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0,0,0,0,0,0,,,,,True,False,False,NOUN
414,lemniσ'a,"((True, 'lemni'),)",fem nomen 1st gen (?),False,False,,"(41,)",,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0,0,0,0,0,0,,,,,True,False,False,NOUN
415,lθ,"((True, 'larth'),)",masc prae nom acc,False,False,larθ,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
416,lθ,"((True, 'larth'),)",masc prae 2nd gen,False,False,larθal,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
417,li,"((True, 'laris'),)",masc prae nom acc,False,False,laris,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
418,laris,(),,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,
419,liceneši,"((True, 'licene'),)",masc prae 1st pert,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,,,,,False,False,True,NOUN
420,limu.r.ce.s.,"((True, 'limurce'),)",masc prae 1st gen,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
421,lr,"((True, 'laris'),)",masc prae nom acc,False,False,laris,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
422,lr,"((True, 'laris'),)",masc prae 2nd gen,False,False,larisal,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
423,larisal,(),,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,
424,lś,"((True, 'larish'),)",masc prae nom acc,False,False,lariś,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
425,lariś,(),,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,
426,lucer,"((True, 'lucer'),)",masc prae nom acc,False,False,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
427,luvχmsal,"((True, 'luvkhmes'),)",masc nomen 2nd gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
428,luiśna,"((True, 'luishna'),)",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
429,luśce,"((True, 'lushce'),)",masc cogn nom acc,False,False,,,,,,,,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
430,luścni,"((True, 'luscni'),)",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
431,maclae,"((True, 'maclae'),)",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
432,mamarce,"((True, 'mamarce'),)",masc prae nom acc,False,False,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
433,mama.r.ce,"((True, 'mamarce'),)",masc prae nom acc,False,False,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
434,[ma]marces,"((True, 'mamarce'),)",masc prae 1st gen,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
435,marce,"((True, 'marce'),)",masc prae nom acc,False,False,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
436,matunai,"((True, 'matunai'),)",fem nomen nom acc,False,False,,,,,,,,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
437,matunas,"((True, 'matunas'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
438,mezenties,"((True, 'mezenties'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
439,meinei,"((True, 'meinei'),)",fem nomen nom acc,False,False,,,,,,,,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
440,melacinasi,"((True, 'melacinas'),)",masc nomen 1st pert,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,,,,,False,False,True,NOUN
441,melutaσ,"((True, 'meluta'),)",masc nomen 1st gen,False,True,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
442,melutaśa,"((True, 'meluta'),)",masc nomen 1st gen,False,False,,"(48,)",,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
443,meteliσ,"((True, 'meteli'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
444,metienas,"((True, 'metienas'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
445,mefanateσ,"((True, 'mefanate'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
446,muθikuσ,"((True, 'muthiku'),)",masc nomen 2nd gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
447,murila,"((True, 'murila'),)",name nom acc,False,False,,,0,0,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
448,<n>uzinaie,"((True, 'nuzinaie'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
449,nulaθes,"((True, 'nulathe'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
450,numnaσ,"((True, 'numna'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
451,nufreśa,"((True, 'nufresha'),)",masc cogn nom acc,False,False,,,,,,,,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
452,σ',"((True, 'shethra'),)",fem prae 1st gen,False,False,σ'eθras,,,,,,,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
453,σ'eθras,(),,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,
454,σ'atlnal,"((True, 'shatlnei'),)",fem nomen 2nd gen,False,True,,,,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
455,σ'atinalc,"((True, 'shatlnei'),)",fem nomen 2nd gen,False,True,,"(29,)",,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
456,σ'eθra,"((True, 'shethra'),)",fem prae nom acc,False,False,,,,,,,,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
457,σ'eθre,"((True, 'shethre'),)",prae nom acc,False,False,,,,,,,,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
458,σ'eθres,"((True, 'shethre'),)",masc prae 1st gen,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
459,σ'iθurnaς,"((True, 'shithurnas'),)",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
460,σinu,"((True, 'sinu'),)",masc cogn nom acc,False,False,,"(8,)",,,,,,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
461,σ'la,"((True, 'the'),)",def art 2nd gen,True,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,1,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,DET
462,σpurie,"((True, 'spurie'),)",masc prae nom acc,False,False,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
463,σuplu,"((True, 'suplo'),)",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
464,paiθinaie[(s)],"((True, ''), (True, 'paithinaies'))",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
465,paiθinaie[(s)],"((True, ''), (True, 'paithinaies'))",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
466,paiθina[s],"((True, ''), (True, 'paithinaies'))",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
467,paiθina[s],"((True, ''), (True, 'paithinaies'))",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
468,palazui,"((True, 'palazui'),)",fem nomen nom acc,False,False,,,,,,,,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
469,palpe,"((True, 'palpe'),)",masc cogn nom acc,False,False,,,,,,,,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
470,[pa]panalaσ,"((True, 'papanai'),)",fem nomen 2nd abl,False,False,,,,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,,,,,False,True,False,NOUN
471,papasliśa,"((True, 'papaslisha'),)",fem cogn nom acc,False,False,,,,,,,,1,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
472,papr,"((True, 'paprsina'),)",masc nomen nom acc,False,False,paprσina,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
473,paprσina,(),,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,
474,parfilunia,"((True, 'parfilunia'),)",fem cogn nom acc,False,False,,,,,,,,1,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
475,partunus,"((True, 'partunus'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
476,patrus,"((True, 'patrus'),)",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
477,peθna,"((True, 'pethna'),)",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
478,peθunus,"((True, 'pethunus'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
479,perkena,"((True, 'perkena'),)",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
480,peśnal,"((True, 'peshnei'),)",fem nomen 2nd gen,False,True,,,,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
481,peśnaliśa,"((True, 'peshnei'),)",fem nomen 2nd gen,False,False,,"(11,)",,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
482,pesn<a>,"((True, 'pesna'),)",masc prae nom acc,False,False,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
483,pétce,"((True, 'pétce'),)",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
484,pétru,"((True, 'pétru'),)",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
485,pétruiσ,"((True, 'pétru'),)",masc nomen 1st abl,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,,,,,False,True,False,NOUN
486,pétruni,"((True, 'pétruni'),)",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
