key,T,C,A,CIEP
1,,numenas,,15488
1B,fufluns,,thegodbacchus,15489
1,ranthu,,mr-ranthu,15491
1,ravunthu,,mr-ravunthu,15492
1,milarthiastinias,,,15497
1,qvto-- evotenosio dvenas,,,15498
1B,,vmom,fordying-mananddying-womanwine,15499
1D,,pramod epramod,fordying-mananddying-manwine,15499
1,epeaziepallepekapenarvfiavalketiavessalvete sociaiofetchoskaiosvelosamanossalvetosalveseiteiofeteqemeneseiseie,,,15500
1,mlach,,,15505
1,,atanei(al),mr-thanamrs-ataneismr-aclinies,15507
1,culsuni,culsuni,ms-culsuni,15508
2,ramtha,ramtha(s),,15508
1,pchzv,,,15513
1,,eca,see,15515
4,,unial,the-goddess-junos,15515
1A,kavtha,,thesungodcatha,15520
1,cuprias,,,15521
1A,--iumithe,ziumithe,theherodiomedes,15528
1B,menle,menle,menelaos,15528
1C,menr----,menrva,thegoddessminerva,15528
1D,crise,crise,,15528
1,,ethun,,15537
1B,,u<tu>{f}<ze>,theheroulysses,15537
1D,zelachtra,,thegodneptune,15537
1E,mevntie,,,15537
2,,vethunz,,15537
2,sveitual,,,15540
1,kainei,,,15541
1,,kainui,,15542
1,------eltessec,,,15543
1E,,eca suthi,,15546
1,miniurthanikearanthur,,,15547
1,vernaia,,,15550
1,,mi mlach mlaka(s),,15552
1A,ra,ra(mthi),mr-ramthuss,15553
1B,,ea,,15553
1A,------ulnaial,miculnaial,,15558
1,athti,,,15562
1,spuru,,,15567
1,miatiialplavtanas,,,15571
1,caiina,,,15582
1,,anai,,15591
1,apas,,,15593
1,,felifathn(a),,15598
5,,umse puia,entire-bodyof-wivesmademrs-arnthis,15601
7,,puia amce,the-goddess-preservers-thingsyou-must-deposit,15601
2,fvlgvriator,,divinatorofthunderbolts,15602
01,,arestades,wethe-ghostsareof-mr-caarestade,15603
02,,rotnem uvlin,and-mrs-rotnehis-wifemrpartenus,15603
06,,thalu,lutuisthaluisperionvul,15603
07,,tasur,tesand-mrs-rotne-tooteuaitentasur,15603
11,,lakut treten teletau,sutlakuttretenteletau,15603
1,tinespna,,,15607
1,taniniutikuremiesfiratasuvakfikvepisanes,,,15609
1A,iesapainache,,,15616
1,,n(u)n(as),,15622
1,,siraku turti(al),,15627
2,iskesachvipiske,iskesachvipiske,,15628
3,,uu,,15630
2,sl,,,15631
2,uu,,,15633
1A,iaiu,,iaiu,15638
1B,chiacaniichanu,chiacaniichanu,,15644
1A,frima u,,mr-frima--,15645
1A,kativates,kativates,mr-kativates,15647
1A,vachanu,,mr-vachanu,15648
1B,reituni nu,,mr-reituninu,15648
2,,tichitiisiiixx,,15649
1,katiave,,ms-katigreetings,15651
2,,au(lele),,15651
1,kuninasi,,to-mr-kunina,15653
1A,kuninasi,,,15653
1,chelivaitina,,,15654
1,erikian,,my-horse-erikian,15655
3,vv,,,15655
1,lausiatianuesiunne,,mrs-lausimotherisyour-grand,15659
2,pitiekapaniunu,,and-mr-pitiefatherisyour-grand,15659
3,entetais,,of-mr-entetaie,15659
1,laturusitianinzatanin,,,15660
1C,--un--,perunies,,15670
1A,upi,,give,15671
1B,upi,,,15671
1,ke,,,15672
1,cithui,,,15673
1,eluku,,,15674
1,remina,,,15675
1,itchi,,,15680
2,,t(ar)ch(un),,15680
1A,riri,,ms-ramthismrsramthis,15681
1B,riri,,,15681
1A,supi,,imr-uchus-himself,15683
1B,,u(ch)upi,,15683
2,,calu,,15684
1A,upi,u(chu)pi,mr-uchu-himself,15687
1B,upi,u(chu)pi,,15687
1A,itiitu,,,15688
1,,acalactra,,15704
1,,aisar id,forintheetruscanlanguagethegodswascalledaisarthatistheremainingpartofthenameofcaesar,15705
1,,aisar,,15706
1,abiana,,,15710
2,,vurses,removethefiretorch,15714
1,,atriu,itiscalledanatriuatriumreceptionhallfromtheetruscansofthetownofatriafortheoriginalmodelwasdrawnfromthere,15716
1,atlenta,atlenta,atalanta,15717
2,meliacr,meliacr,meleager,15717
3,athrpa,athrpa,thegoddessatropos,15717
1,,capriai,themonthofapriliscalledcapriaiinthelanguageoftheetruscans,15721
1,,a capy capai,someallegethatcapuaincampaniawasnamedfromacapys--someonewhomourancestorscallafalcofalcononaccountofhisincurvedfeetothersfromtheflatnessoftheregion,15724
2,avlenumnasturke,,,15726
1,,celie,themonthofseptemberiscalledcelieinthelanguageoftheetruscans,15727
1,,batracion,bythenameofbatracionwildceleryherb,15729
7,,i<d aperisv<m>,ofitalythatisaperisvm,15729
1,,falae a falatu,theyarecalledfalaewoodensiegetowersandsimilarerectionsfromtheirheightfromfalatuwhichamongsttheetruscansmeanssky,15734
1,,cicaru,mikradracontiasomecallitaronotherscallitarisotherscalliteparsisotherscallitparnopogononotherscallitnunozolonotherscallitfoenicionotherscallitunokefalionotherscallitephialtiontheegyptiansebronotherscalliterythmontheromansbetaleporinatheetruscanscicaruthehistrianslagmathedacianskuriumtheafricansateirnoichlamthesyrianscallitlufan,15737
1,,ermu,themonthofaugustiscalledermuintheetruscanlanguage,15739
2B,,fistrie,andbecauseanactorwascalledfistrieamongstthem thenameofhistrionesactorswasappliedtoastageactor,15740
1A,,itir,idvstheidesfromthefactthattheetruscanscallitirorratherbecausethesabinescallitidvstheides,15741
1,,masutipe,,15748
1,,trane,intheetruscanlanguagethemonthofjulyiscalledtrane,15757
1A,zicus,,the-scribemr-cae,15762
1B,mizuthiniai,,isomething-for-the-afterlife,15762
1,vinvchsveneliisperacisestamtetetvenileiviniciiv,,mr-vinuchosveneliiosperacsthisdid-giveto-mr-venilviniciius,15770
1F,,vinvch(o)s venelii(o)s peracis tetet,,15770
1,vithi------,,,15771
1,,s(echc),,15772
1,vfvsesepnas,sesepnas,,15776
1,------zath------,,,15778
1,,thanei(a)l p(etru)z,,15782
1,,ar(nthus) percumsne(i)al,,15784
1,kuthuapachirechi-------------------------------------------------------------------------------------------------,,,15789
1,aplu,,,15790
1,aninei,,,15794
1,,a(rn)th thumiltni(al),,15795
10,,s(pural),,15797
7,,a(inpu),lawful,15797
9,,n(ethunsial),of-the-goddess-neptuni,15797
2,,mi,,15800
1,,mi a(rn)th(us),,15801
1,--iar----,,,15803
1,,viiniiris,,15805
1,mifupninaarunthialsalchi,,ithe-burial-boxof-mrsarunthi,15812
2,es,,,15812
1B,silnanz,,,15813
2,nasturce,,mr-vucinasgave,15814
3,mipethns,,,15814
1,,larthi paniathi(alisa),,15815
3,arzal,,,15817
6,arzau,arzau(sa),,15817
2,arnis,arnis,mr-arniesdaughter,15818
3,arznis,leun(i)al,mr-arzniesdaughter,15818
4,leunal,,mrs-leunis,15818
1,,carcu(s),,15820
3,gestia,gestia,of-mrs-gestia,15829
1,,avfid(i)i c(aii),,15830
1A,urfe,,themagicianorpheus,15831
1B,umaele,,thesoothsayerumaele,15831
1C,ethurpa,,themuseeuterpe,15831
1D,athunis,,thegodadonis,15831
1F,enthial,,ghost,15831
1I,piraeunrua,,he-himselfmr-ramthaeunru,15831
2I,mielufae,,isorpheus,15831
1,plunties,,,15836
2,,la{u}<z>(i)al,,15842
1,,tutlu(s),,15845
1,----rthcutussethres,,mr-mamarcemr-sapas,15845
1,----rthcutussethres,}nies,,15846
1,----rthcutussethres,,,15847
1,miiapes,,,15850
1B,,ka(ia)l,,15851
4,ecvpa,,,15861
1F,cavia,,,15862
1,caviov,,for-mr-cavios,15864
2,elmi,,,15864
5,aif,,,15864
2,riea,,,15870
1,poplio,,for-mr-poplios,15872
3,velmi,,,15872
4,,felei,,15873
1,,mvsonios,,15881
1B,sefl,sefl(ansi),thegoddessvulcana,15882
01,tins,,,15883
10,fuflu,,,15883
11,ns,,thegodbacchus,15883
14,tluscv,,thegodtelluscompanies-ofcompanions,15883
16,cvlalp,,,15883
17,,vetis(ia)l,thegoddessvetisis,15883
18,cilensl,cilens(ia)l,ofadivinegenius,15883
23,thvf,,tinthvf,15883
25,lethn,leth(a)n,thegodfathersaturn,15883
27,sl,,thegoddesslasistemple,15883
28,tins,,inthegodjupiterstemple,15883
29,thvf,th(u)vf(ltha),thegodthuvfltha,15883
31,thas,,inthegodthuvflthastemple,15883
32,tinsth,,inthegodjupiterstemple,15883
34,catha,,,15883
39,,la(rans)th,-thegodmarsstemple,15883
42,ferc,ferc(le),theherohercules,15883
46,tlusc,,thegodtelluscompanies-ofcompanions,15883
47,lvsl,,inthegoddessluvsnistemple,15883
48,velt,velt(a),themonstervolta,15883
49,satr,,,15883
50,es,,inthegodfathersaturnstemple,15883
51,cilen,,adivinegeniuss,15883
52,,letham,thegodfathersaturn,15883
58,,(tivas),ofthemoon,15883
3,,pr(aetor) ii,generaltwicehein-magistracythe-oneat-home,15884
7,traie--------{--v------------------------------------,,threw-acrosswith-an-eagletogether-witha-crown,15884
3,------------vn----------------------------------,------------vn---------------------------------,------------vn---------------------------------,15885
3,-------------arqv------------------------------------,,as-censorial-officerat-tarquinia---------------------------,15891
5,---------------vc--------------------------------------,,---------------vc-------------------------------------,15891
8,--------e----------------------ndvmqv------------------,,,15893
01,--------------------itiom--------------------------,,------to-mr-marcustarquitiusmr-marcusssonof-thestellatinustribepriscus,15894
11,------------------------------------priscv--------------,,,15894
039,ikuvina,,tothegodmarshoriemake-sacrificeonbehalfofthepeopleofgubbioonbehalfofthestateofgubbio,15896
040,pesnimu,in,entrailsondishmake-sacrificewithmeadmake-sacrificecropsofferupwhisperingbethemanpraying,15896
042,vatuva,,make-sacrificeonbehalfofthepeopleofgubbioonbehalfofthestateofgubbioentrails,15896
045,azeriatu,,ifofthesesacrificesadelaybetweenthemtherehasbeenitwillhavebeenruinedbirdsobserve,15896
046,,trebvlanam,tothegatetotrebulareturnrenewingthesacrificemake-sacrifice,15896
052,,in,atthechairsofthepredictorsoffutureeventsfromtheflightsofbirdsannounceitontheroadofthepredictorsoffutureeventsfromtheflightsofbirdstothesacrificego,15896
061,prinuvatus,,thedeputiesbackwardsgoonthesameroadbackgothedeputies,15896
079,,in,thentowardsthesanctifedborderreturnfortheuntouchedgrindingsbethemanprayingthenthesacrifice,15896
085,,acedoniae torrae,threeatmountacedoniamake-sacrificetothegoddesstorrainthetempleofthegodjupitercropsofferup,15896
098,abrunu,,onthegroundstretchedoutmake-sacrificecropsofferupwithmeadmakesacrificetothegodactusinthetempleofthegodmarsawildboarperhaemfetucarolvsamicillvsbvckivsproperhaemfetuvtegoustentupunicarolvsamicillvsbvckivsproustentupunivtegoahtumarticarolvsamicillvsbvckivsproahtumartivtego,15896
099,,farrea,sollemnmake-sacrificecropsofferupcorncakestothemeatslicesadd,15896
103,,intermenstrvarvm,oftheinterlunarfeastsletthepriesthavewishedtodoitwiththebirdsantermenzaruaesproantermenzaruvtcarolvsamicillvsbvckivs,15896
104,fertu,,observedinthemonthfinalitisproperhedoesitogodhuntecarry,15896
107,,honto,setdownonthesacrificewithmeadmake-sacrificetothegodhunteinthetempleofthegodjupiterdevotethepuppy,15896
108,esunu,,thevictimsollemnonbehalfofthepetroniannationofthearvalbrethrenthesacrifice,15896
113,teitu berva frehtef fertu purhe nuvime ferest krematruf,,saythemuttontheroastedmeatscarryawaywhenheproducestheweeklyfeastthecremations,15896
114,tefra,,atoncecarryawaywithfirstfruitsintotheditchbethemanprayingtwopuppiesforthecrematingoftheirmeats,15896
115,prusekatu krematru prusektu struhchla,prosecato,athirdone--thepureone--sliceupalsothecremationssliceupthefleece,15896
116,asecheta,,thebasketoffoodaddthepuppyofferupfordivineblessingsbethemanprayingwiththenonsliced,15896
118,pertentu veskles persnihmu vestikatu,,stretchthemoutwithvowedlittlevesselsbethemanprayingpourinofferingdance,15896
119,kuveitu,iepru,approachstandstillonthealtarbackwardsplacethemdownremainsofthepureonebyhandcollectup,15896
122,berus,,inthetempleofthegodjupitersacrificeonbehalfofthepetroniannationofthearvalbrethrenonthespits,15896
124,veskles snate sevaknis spiniama persnihmuvestikatu,,withholylittlevesselsmoistenednotmoistenedatthecolumnbethemanprayingpourinoffering,15896
125,easa,,dancethecolumngreasewithgreaseholybethemanprayingyourhandfrom,15896
126,persnihmu,,thealtarwashtothealtarreturnitatthealtarwithwineholyinsilencebethemanpraying,15896
129,antakres kumates persnihmu amparihmu statita,,foruntouchedgrindingsbethemanprayingriseupleavebehindthestipulateditemsasacrifice,15896
135,,talenati,tothemenofthesatanusclantotheothermenofthesatanusclanthemenofthepeiediatusclantheothermenofthepeiediatusclanthemenofthetalenatusclan,15896
193,,cremandas prosecato in porricito,tobeburnedsliceouttothesidethenofferthemintotheditch,15896
197,,cremandas prosecato,thentowardsthethirdsidesliceupthethreemeatstobeburned,15896
214,,torrae,thefirstfruitsthemanikintothegoddesstorraabovetheshrinesollemnly,15896
243,,vrnariis t(iti in,urnsceremonysfulfillingmrkaisokluviiermrtitisssonintheassembly,15896
264,si,,lettherebe,15896
266,shesna,,poundsofselectcerealsofthelatianpicanandmartianterritoriesandadinner,15896
268,dirsans herti frateer sehmenier,,itisproperthatthearvalbrethrengiveinseedingbushelmeasures,15896
269,pretra,,portionsofporktidbitseachyearportionsofgoatthefirstones,15896
273,casilate dirsans herti frateer,,itisproperthatthearvalbrethrengivetothemenofthecasilatifamilyinseedingbushelmeasures,15896
277,,vt,willgohesittinginhisordainedareagivesordersinthiswaytotheprieststipulatethatimayobserveahootowlofgoodomenacrowofgoodomen,15896
281,erse neip mvgatv arsir,intersidito,toobservehasgonethenhemaynotmurmurnormayanyothermansitwithhimuntilthemanhasreturnedwhosongbirdstoobserve,15896
282,disleralinsvst,,wentifhehasmurmuredorifanyothermanhassatdownwithhimhewillhavecausedanabortionoftheritual,15896
283,,piandae id,wherethepriesthasfocusedhistempleoftheblessingofthecitadelithasbeenestablishedthatitwillhavebordersasfollowsfromthecorner,15896
288,tvderor totcor avieclir ebetrafe,,witheachoneofthetwopreservedthelimitsofthetownfromtheivoryseatsofpowerofthepredictorsoffutureeventsfromtheflightsofbirdstotheexitstothelittleplaceofobservationtotheobservationtowerofmrnurpis---tomrsvasirslomas,15896
290,padellar,,thehouseofthevestisifamilytothewallofmrrufre---tothehouseofmrnonitothehouseofmrsali---tothestockyardofmrhoie---tothefrontdoorofmrpadella,15896
293,carsitv parfa meersta,,announcetothepriestnamedbynameahootowlofgoodomenacrowofgoodomenamagpieproper---awoodpeckerproper,15896
294,seveir,,properbirdspropersongbirdssacredforyouforthestateofgubbioforthisestablishedsituationestablish---atallofthesesacredrituals,15896
312,neip,,inthetempleofthegodgrabovubytheworkofthissacricialritualiffirehasariseninthecitadelofthetempleofthegodfisostheproperritualsinthestateofgubbiohavebeenomittedmake-sacrificeasifnot,15896
313,pesetom peretomest frosetomest,,consultogodjupiterinthetempleofthegodgrabovuifanythingofyoursacrificehasbeenspoileditisasinitissomethingknownofitisafraudithasbeenneglectedofyour,15896
326,di,,itsmenitsheadsofcattleitscropsblessbegenerouslypropitiousinyourpeacetothecitadelofthetempleofthegodfisostothestateofgubbiotothecitadelsracetothestatesraceogodjupiter,15896
327,fisier,,inthetempleofthegodgrabovupreservethecitadelofthetempleofthegodfisossafepreservethestateofgubbiosafeogodjupiterinthetempleofthegodgrabovupreservethesafetyofthecitadelofthetempleofthegodfisos,15896
329,totaper,,tothestateofgubbiotothecitadelsracetothestatesraceogodjupiterinthetempleofthegodgrabovuyouwiththisheadofcattleinathirdrichsacrificialritualonbehalfofthecitadelofthetempleofthegodfisosonbehalfofthestate,15896
331,di tiom tases,,onbehalfofthecitadelofthetempleofthegodfisosonbehalfofthestateofgubbioonbehalfofthecitadelsraceonbehalfofthestatesraceogodjupiterinthetempleofthegodgrabovuyouiinvokeinsilencebethemanpraying,15896
332,sevom pvrdovitv proseseto naratv,porricito,fortheentiretimealsoofferforththeslicesnarratetothechoicemeatcutsthesaltedpancakesthebasketoffoodaddcropsmake-sacrificethat,15896
335,treblanir prosesetir strvshla ficla,,withmeadmake-sacrificeinsilencebethemanprayingalsonarrateasinfrontofthegatetotrebulatothechoicemeatcutsthefleecethebasketoffoodadd,15896
339,mandraclo difve destre,,alsonarrateasinfrontofthegatetotrebulainsilencebethemanprayingholdasplithandtowelinhisrighthandtothechoicemeatcutsthebasketoffood,15896
341,,te,onbehalfofthecitadelofthetempleofthegodfisosonbehalfofthestateofgubbiointhiswaybethemanprayingforfirstfruitspouringalibationofwineforyouiinvoketheprayerstothevolcanogodvesuviusinthetempleofthegodsansosonbehalfofthecitadelofthetempleofthegodfisos,15896
343,,fisovi sanci te,tothestatesraceoholyoneforyouiinvoketheprayersovolcanogodvesuviusinthetempleofthegodsansosbythefaithoftheholyoneforyouiinvoketheprayersovolcanogodvesuviusinthetempleofthegodsansosalso,15896
348,pase,,ofthecitadelofthetempleofthegodfisosthestateofgubbiosraceitspatriciansitsritualsitsmenitsheadsofcattleitscropspreservesafebegenerouslypropitiousinthepeace,15896
351,conegos,,middlepouralibationdancewhenhehasofferedforththatlibationofthechoicemeatcutsthepureonegivethenfromtheplateofthefirstfruitsthepureoneonkneekneeling,15896
352,svbra spahmv serse comoltv comatir,,givetheenthelibationthefirstfruitspurifybyfireputthemonitthensittinggrindituptogetherforthegrindingsbethemanpraying,15896
355,herie arvio tases,,orwithmeadmake-sacrificecropsmake-sacrificeinsilencebethemanprayingtothechoicemeatcutsthesaltedpancakesthebasketoffoodaddalsonarrateasinfrontofthegate,15896
356,treblanir,trebvlanam,totrebula,15896
365,pescler vasetomest pesetomest,,ifanythingofyoursacrificehasbeenspoileditisasinitissomethingknownofitisfraudulentithasbeenneglectedofyoursacrificesomethingseensomethingunseenhasspoiled,15896
379,arvio tases,,make-sacrificewithmeadmake-sacrificecropsmake-sacrificeinsilencebethemanprayingtothechoicemeatcutsthecorncakesthebasketoffoodaddalsonarrateasatthegatetotrebula,15896
382,pihos esome esono,,willhavebeenpurifiedifthereisalongtimebetweenthesesacrificesitwillhavebeenbroughtintospoilagebirdsobservetothegatetotrebulareturnrecommencingthesacrificemake-sacrifice,15896
384,anovihimv destrame,,watchoverwhensongbirdshehasannouncedbeeqippedwithyourritualwandgirtofgowntakeupletitbedrapedonyourrightshoulderbladeputitonthefirewhen,15896
387,,in acedoniam,walkaroundbeforeitisofgoodomenhehasannouncedwhenofgoodomenhehasannouncedonthepathofthepredictorsoffutureeventsfromtheflightsofbirdstheygotothesacrificewithrichvictimswheninmountacedonia,15896
388,habiest etvrstahmv eso,ritvalem,hehasarrivedattheexitsthenstandattheborderhewhowillholdtheritualwandhebanishesthemhebanishestheminthiswayanyonewhoisofthestate,15896
391,stahitv deitv arsmahamo caterahamo iovinvr prinvatir,,standthensayorganisearrangemenofgubbiothentogetherwithyourofficerswalktotherichsacrificeswhentheyhavewalked,15896
392,sherfer,,havearrivedattheborderatthebordertogetherwithhisofficersinthiswaybethemenprayinginsilenceogodcervosinthetempleofthegodmarsogoddessprestotainthetempleofthegodcervosoofthegodcervos,15896
394,totar tarsinater trifor tarsinater tvscer,iapvdici,thestateoftadinassthetribeoftadinasstheetruscannerariversthejapudicracespatricianswiththeirgownsgirtspeciallyandgirtunspeciallytheyoungmenarmedwithspears,15896
398,termnome,ritvalem,saydepartmenofgubbiohewhowillholdtheritualwandwhenhehassaidthattheylikewisewalkagainwhentotheborder,15896
399,deitv enom tertim,ambivnto,therehasbeenareturninthesamewaybethemenprayinginthesamewaysaysatthattheygothenforthirdtimewalktoitwhenhehasarrivedattheborder,15896
402,benvso,,onwhichitwasstarted,15896
404,tases prosesetir spefa ficla,,ofgubbioentrailsondishmake-sacrificewithmeadmake-sacrificecropsmake-sacrificeinsilencebethemanprayingtothechoicemeatcutsthesaltedpancakesthebasketoffoodadd,15896
408,sherfie,,tothechoicemeatcutsthefleecethebasketoffoodaddwhenhasputthescarvesbacktheninprayerinthepostureofasupplicantpourwineinofferingtothegoddessprestotainthetempleofthegodcervos,15896
409,prestota,,ofthegodcervosinthetempleofthegodmarsonbehalfofthepeopleofgubbioonbehalfofthestateofgubbiothenontheblackvesselsinthepostureofasupplicantbethemanprayingogoddessprestota,15896
411,tarsinate,,onbehalfofthestatesraceogoddessprestotainthetempleofthegodcervos---ofthegodcervosinthetempleofthegodmarsturneviloneveryroadtowardsthestateoftadinasthetribeoftadinas,15896
412,nomner,,theetruscannerariversthejapudicracesthestateoftadinassthetribeoftadinasstheetruscannerariversthejapudicraces,15896
414,iovies,,propitiousinyourpeacetothepeopleofthestateofgubbiotothestateofgubbiototheirracetoitsracetoitspatricianswiththeirgownsgirtspeciallyandgirtunspeciallytoitsyoungmen,15896
415,hostatir anostatir prestota sherfia sherfer,,armedwithspearsnonarmedwithspearsogoddessprestotainthetempleofthegodcervosofthegodcervosinthetempleofthegodmarspreservethepeopleofthestateofgubbiosafepreservesafe,15896
417,iiovinar,,raceitspatriciansitsritualsitsmenitsheadsofcattleitscropspreservesafebegenerouslypropitiousinyourpeacetothepeopleofthestateofgubbio,15896
418,poplvper,,tothestateofgubbiotothepeoplesracetothestatesraceogoddessprestotainthetempleofthegodcervosthegodcervosinthetempleofthegodmarssyoubytheselittleblackvesselsonbehalfofthepeople,15896
419,tiom,,ofthestateofgubbioonbehalfofthestateofgubbioonbehalfofthepeoplesraceonbehalfofthestatesraceogoddessprestotainthetempleofthegodcervosofthegodcervosinthetempleofthegodmarsyou,15896
420,deitv,,iinvoketothegoddessprestotainthetempleofthegodcervosofthegodcervosinthetempleofthegodmarsinthefaithofafavouringoneyouiinvokethenintheprayerspeakasfollows,15896
422,,te,ofgubbioonbehalfofthepeoplesraceonbehalfofthestatesraceogoddessprestotainthetempleofthegodcervosofthegodcervosinthetempleofthegodmarsyouiinvoketothegoddessprestota,15896
424,persclv vesticatv sherfie sherfer,,intheprayerpourwineinofferingtothegoddessprestotainthetempleofthegodcervosofthegodcervosinthetempleofthegodmarsonbehalfofthepeopleofgubbioonbehalfofthestateofgubbiothenforthelittlevessels,15896
425,tiom,,whitebethemanprayingputthemacrossontopoftheblackonesinthiswaybethemanprayingogoddessprestotainthetempleofthegodcervosofthegodcervosinthetempleofthegodmarsyou,15896
427,iovinar,,inthetempleofthegodcervosofthegodcervosinthetempleofthegodmarsavertoneverypatheviltothepeopleofthestateofgubbiotothestateofgubbioofthepeopleofthestateofgubbio,15896
431,prestota,,safepreservebegenerouslypropitiousinyourpeacetothepeopleofthestateofgubbiotothestateofgubbiotothepeoplesracetothestatesraceogoddessprestota,15896
436,foner frite tiom enom vesticatv ahatripvrsatv,,iinvoketothegoddessprestotainthetempleofthegodcervosofthegodcervosinthetempleofthegodmarsinthefaithofafavouringoneyouiinvokethenpourwineinofferingdance,15896
438,efvrfatv,,narrateasbehindthegatetotesenumofthefirstfruitsthepureonegivethenthefirstfruitsthesaltedpancakesbyfirepurify,15896
439,sahata comoltv comatir,,throwthemontopacrossthesanctifedbordergowhenacrossthesacredborderhehasreturnedthengrindituptogetherforthegrindingsbethemanprayingthenannygoats,15896
441,martier poplvper totar iiovinar totaper iiovina,,acrossthesanctifedbordercalvesthreemake-sacrificetothegoddesstorrainthetempleofthegodcervosofthegodcervosinthetempleofthegodmarsonbehalfofthepeopleofgubbioonbehalfofthestateofgubbioonthegroundstretchedoutmake-sacrificewithmead,15896
442,arvio tases prosesetir,,make-sacrificecropsmake-sacrificeinsilencebethemanprayingtothechoicemeatcutsthefleecethebasketoffoodaddalsonarrateasatthegatetotrebulawhen,15896
448,iapvscer nomner nerf sihitv ansihitv iovie,,oftadinassthetribeoftadinasstheetruscannerariverracesthejapudicracespatricianswiththeirgownsgirtspeciallyandgirtunspeciallyyoungmenarmedwithspearsnonarmedwithspears,15896
449,,aboleto ningvito,terrifymaketremblegivetoprofounddestructionabolishburyinsnowflooddeafenwoundstrikeearlyputintochainsearlyogoddesstorrainthetempleofthegodjupiterbegenerously,15896
1A,kanutalarecenaslaute,,mrs-kanutismr-arecenas,15897
1B,nithaaranthiapiniespuiaturuce,,,15897
1C,tluschvalmarvethulfaliath,,of-all-theseof-our-ancestorsof-bases-and-columns,15897
1,--------------sa,,mr-larthetruscamr-arnthsdaughters-husband,15903
1,,l(ar)th,mr-larthmr-satiesmrarus-daughters-husbandmrs-,15904
2,----------------------upu,,,15904
1,,manturnz(ia)l(isir),to-the-ghosts-of-the-ancestorsa-giftthis-very-one-here,15907
029,--------------------------etrasa,--------------------------petrasa,,15910
031,------------------------tithur,----------------------thuchtithur,----------------------things-displayed,15910
072,-------------nc----------------,-----------ananc-----------------,,15910
073,----------------------cilths,------------sacnicstres-cilth(u)s,,15910
074,,spurestresc-enas-svelstresc-svec-an,,15910
117,,-----------------clucthras-caperi,,15910
134,,thezi(ne)-vacl-an-scanin-cesasi-sath-veisin,,15910
140,,fasei-spurestres-enas-ethrse-tinsi,,15910
173,,fatec-repinec-meleri-sveleric-svec-an,,15910
175,--------spurerimethlumericenas,,,15910
187,mutince-ezineruzenuzlchnecspure-i -},mutince-thezine-ruze-nuzlchnec-spureri -},,15910
221,,sacnicstres-cilths-spurestresc,,15910
231,sacniclericilthlspurerimethlumeri,sacnicleri-cilthl-spureri-methlumeri,,15910
238,citzvaclnunthenthesantinsthesan,,,15910
240,faviticfaseicisumthesaneuslanec,favitic-fasei-cisum-thesan(ial)e-uslan(es)ec,,15910
242,cilthlspuralmethlumescenasclathesan,cilthl-spural-methlumesc-enascla-thesan(si),,15910
273,,apni(e)s-aniach-apni(e)s-urch-pethereni-snutuf,,15910
277,insacnicla,,,15910
281,thezeri,thezeri,,15910
283,thunsnathunsflers,thunsna-thuns-fler(e)s,of-the-best-of-the-first-devotional-statues-,15910
286,eslemzathrumisacaletinsinmarle,,on-the-second---the--------june-for-for-the-god-ten-men-in-the-,15910
328,feciaaisnaclevanthchimenacusil,,,15910
335,,sacnicleri-cilthl-cepen-cilthcva-cepen(er),---------------------------priest,15910
341,,--------------ithin--------------,--------------ithin--------------,15910
381,caperizamthicvaclarflererisacnisa,,,15910
385,,sacnicstres-cilths-spurestres-enas sacnicstres-cilth,,15910
400,-----------------lefuslnests,,,15910
401,----------------lunmlach-nunthen,,,15910
404,-----------------------------tinsi,cilths-spurestres-enas-ethrse-tinsi,,15910
419,flerthezincesa-nicstrescilth-,,,15910
420,spurestresenasethr-etinsitiur-m,spurestres-enas-ethrse-tinsi-tiurim,,15910
422,repinecsacniclericilthlspurer-,,,15910
426,lecininzecflerthezinc--acnicstres,lecin-in-zec-fler-thezince-sacnicstres,,15910
427,cilthsspurestresenas--rsetinsi,cilths-spurestres-enas-ethrse-tinsi,,15910
443,----------------------acnic-----,----------------------sacnicstres,,15910
444,,cilths-spurestresc-enas-ethrse-tinsi,,15910
446,---------------------iclericilthl,,,15910
447,,-------------------------scaratzi,,15910
469,-uepethereniciemcealchuzcapeni,cu(s)e-pethereni-ciem-cealchuz-capeni,,15910
473,thuechurveacilfamfes-laessulusi,thue-churve-acil-famfes-laes-sulusi-(scvetrusi),,15910
474,thuniserfueacilipeithutacnlchasri,thuni-serfue-acil-ipei-thuta-cnl-chasri,,15910
493,muenci-------------------------,,,15910
494,,filare-acil----------------------,,15910
524,slapinasfavinuflispurtneisnafinthu,,,15910
532,cntnamthesanflerveivesthezeri,cntnam-thesan-fler-veives-thezeri,,15910
537,thanal------------cntnamthesan,,,15910
550,stretasatrsenasthucufamfethesrinus,streta-satrs-enas-thucu-famfethes-rinus,,15910
571,fursiccaplthucechamenaceisnafinthu,fursic-caplthu-cecham-enac-eisna-finthu,,15910
574,thunemcialchusmasnunialtiursmnal,thunem-cialchus-masn-unialti-ursmn(i)al(ti),,15910
01A,,e(in),contractthisof-mr-petruiesce,15911
02,,pesc,aof-the-family-of-mr-cusuthuraof-the-family-of-mrslarisiand-use-alsoof-the-lake--as-coins,15911
04A,,sa sran sarc clthii,sixvegetable-gardensand-tenatthe-sameforeshorethereat-thelake,15911
05,,traulac tiur,,15911
