,ID,City,Year - From,Year - To,Etruscan,Translation,key
1627,3863,,,,v(e)l(ia) ti(te) famfn(i)al,,1
1628,3865,,,,arnziu slaithes,,1
1629,3867,,,,slaithes(a),,2
1631,3886,,,,arnti(al),,1
1633,3893,,,,arza veti(al),,1
1634,3894,,,,navesial,,1
1635,3899,,,,petsn(i)al,,1
1636,3900,,,,vezi(al),,1
1637,3908,,,,se(th),mr-sethaflemr-larissmr-fastias-daughters-husbandmrs-fustneimrs-arznismr-aitus,1
1638,3909,,,,fustn(i)al,,1
1642,3918,,,,larthi pitiui(alisa),mrs-larthimrs-caismrs-pitiuis-sonswife,1
1643,3920,,,,marcnas,,2
1644,3922,,,,velcznei(al),,1
1645,3929,,,,l(ibertvs),mr-caiussocconiusmr-caiussfreedman,1A
1646,3929,,,,olipor,mr-oluss-slaveboy,1B
1647,3932,,,,luchumni(al),,1
1648,3940,,,,felvinati(al) upelsi(e)s,,1
1649,3942,,,,larthi ancari(al) upelsi(e)s,,1
1650,3944,,,,setri(al) ar(nthus),,1
1653,3951,,,,atial,,1
1654,3956,,,,calisn(i)al,,2
1656,3960,,,,larthi puia tites,mrs-larthimrs-vipis-sonswifewifeof-mr-tite,1
1657,3962,,,,vercnas(a),,1
1659,3966,,,,semthni(alisa),mr-aulemrs-semthnisdaughters-husbandmr-aules,1A
1660,3968,,,,semtni(al),,1
1661,3975,,,,anein{ }ei(al) farui(alisa),,1
1662,3978,,,,vezial,,2
1663,3983,,,,s(eth) elith(a),mr-sethelithamrs-vanisson,1
1664,3985,,,,aruseri(alisa),,2
1666,3991,,,,se(th) casni(al),,1
1667,3994,,,,sethre casni(al),,1
1669,4001,,,,puiac,mr-aulemr-petrucasnies,1A
1671,4007,,,,aclinei(al),,1
1673,4009,,,,sethre,mr-sethre,1
1675,4009,,,,aritha(s),,3
1677,4024,,,,atnei(al),,1
1678,4028,,,,lecusti,,1
1679,4034,,,,petruni(e)s,mr-thanamrs-sentinatisdaughters-husbandmrpetrunies,1A
1680,4036,,,,trila,mr-luciusanniustrilamrcaiussson,1
1681,4037,,,,triile,,1
1682,4040,,,,petrui,ms-petrui,1
1684,4049,,,,nurziu(s),,1
1685,4051,,,,rafe(s) vipiaz(a),,1
1686,4060,,,,vi(pe) ma(rces),,2
1687,4061,,,,felsci(al),,1
1688,4062,,,,arnth patruni(al),mr-arnthmrs-patrunismr-lariss,1
1696,4074,,,,larstial,,2
1698,4078,,,,cuspi(alisa),,1
1699,4079,,,,vafruni(e)s,,1
1701,4082,,,,c(v)el(suial),of-the-goddess-cvelsui,2
1705,4083,,,,maalnas,,2
1706,4084,,,,a(rn)th atna v(e)l(us),,1
1709,4087,,,,venetes,,2
1710,4088,,,,pu(rthie)s la(utnitha),,1
1711,4090,,,,velthurn(i)al,mrs-velthurnis,1
1712,4090,,,,venz{}etaz,,2
1714,4094,,,,vesi(al),,1
1715,4095,,,,tites vesi(e)s arnthial,,1
1716,4098,,,,se(th) ti(te) vesi(al) seftmn(i)al(isasa),,1
1717,4100,,,,tites(a) vesi(al),,1
1721,4118,,,,afli(al),mr-larthiamrs-aflismrs-arznis-daughters-husbandmr-anainas,2
1722,4126,,,,v(e)l(ia) veti(al),,1
1723,4127,,,,veti(as),,1
1724,4128,,,,vescn(i)al(isasa),,1
1725,4131,,,,l(ar)th velcznei(al),,1
1726,4133,,,,varnei(al) lethial,,1
1727,4134,,,,th(an)a paniathi(al),mr-thanamrs-paniathismr-velchznas,1
1730,4140,,,,l(ar)th setri(al) velthurnas,,1
1731,4143,,,,se(th) venete,,1
1732,4144,,,,lethial,mr-larisvenetemr-larissmrs-lethis,1
1734,4151,,,,venete azlsn(i)al,,1
1735,4164,,,,percumsn(i)al,,1
1737,4176,,,,rezus(a),,1
1738,4178,,,,th(an)a caspri(al) trisn(as),,1
1742,4197,,,,asles,,2
1744,4203,,,,casuntinial,,1
1746,4209,,,,amthni capznas,,1
1747,4213,,,,se(th) ancari(al),,1
1749,4218,,,,cacni(e)s,,2
1750,4224,,,,aneinei(alisa),,1
1751,4232,,,,v(e)l(ia) razi(e)s,mr-veliaapicemr-razies,1
1753,4252,,,,slebaris,mr-slebaris,1
1754,4253,,,,cavili(al) petruni(e)s,,1
1755,4262,,,,cnares,,1
1757,4277,,,,larthi caia(s) pumpuni(al),,1
1758,4278,,,,caith(i)o c(aii),,1
1759,4283,,,,l(ar)th calisnei(al) capevanes,,1
1761,4293,,,,rafial,,2
1763,4301,,,,fa(stia) cestnei(alisa),,1
1764,4305,,,,clumnei(al) silaithes,,1
1768,4323,,,,v(e)l(ia) marcnas,,1
1769,4336,,,,sethra,mr-sethra,1
1773,4373,,,,fuzetnei(al),mr-thanamrs-fuzetneismr-fethius,1
1776,4382,,,,atnei(e)s(a),,1
1777,4386,,,,lethial,,1
1778,4392,,,,a(rn)th(us),mr-arnths,2
1780,4401,,,,larthian,mr-larthian,1
1781,4401,,,,larthina,,2
1782,4402,,,,titeas c(la)n,,1
1783,4406,,,,larthialisa,,2
1784,4407,,,,patlni(al) vuisial(ial),,1
1787,4424,,,,pianiathe calisna(s),,1
1792,4443,,,,sauturine ar(nthus),,1
1793,4444,,,,sauturines,,1
1797,4453,,,,larthi,ms-larthi,1
1798,4455,,,,vesi(al),mr-thanamrs-vesis,1
1799,4460,,,,serturus,mr-arnthmr-serturusmrs-cacnis,1
1800,4461,,,,thafnas,,2
1801,4465,,,,tatnei(al) spurinas,,1
1802,4468,,,,surti(al),mr-veiliamrs-surtis,1
1803,4477,,,,capznas,,2
1805,4478,,,,nustiia(s),,3
1806,4481,,,,t(it)i(al),mr-thanamrs-titis,1
1807,4484,,,,arnthial,,1
1808,4488,,,,petruni(e)s,,2
1810,4498,,,,larthi turpli(al),,1
1811,4499,,,,turpli(al),mr-arnthmrs-turplismr-lariss,1
1812,4503,,,,uthavi(e)s atinatia(sa),,1
1814,4508,,,,ulthe fermial,,1
1815,4515,,,,arnth pisice(s),,1
1817,4536,,,,se(th),,1
1818,4538,,,,rezus,eu notice in-the-councilmrtannamr-larisrezus,01A
1819,4538,,,,velthinas,mr-velthinas,01B
1820,4538,,,,velthinas,there-isan-agreement-ritualthefamilyof-mr-velthina,02A
1821,4538,,,,atena,farm,02B
1823,4538,,,,cemulm lescul,aof-undeveloped-landand-alsoof-pens-of-animalsof-irrigationchannelsconsisting,06
1824,4538,,,,renethi,any-of-the-things-on-the-pastures,07B
1825,4538,,,,cenu,asonhere-and-therefruittreeorchard,09
1827,4538,,,,turune,the-borders,10B
1829,4538,,,,velthina,of-ancestorsthree-alsochambers-for-use-ofvelthina,13A
1830,4538,,,,fintha municlet,spiritstakesin-the-sarcophaguses,14A
1831,4538,,,,penezs,amr-velthinasixhectaresgrantsto,15
1832,4538,,,,satene,afodderof-hismr-velthinatensquare-paces,18
1833,4538,,,,tesne eca velthinathuras,of-wild-landseethe-velthinafamilys,20A
1834,4538,,,,cecha,sacred-hymns,21B
1836,4538,,,,utuse,of-anyhectaresthreehisploughlandownership,24A
1837,4539,,,,restias ca(n)l(an),amciemrs-titis,2
1838,4539,,,,le(tnitha) aperuce,sonmr-restiasson,3
1839,4540,,,,penthuna,mr-penthuna,2
1840,4542,,,,arnth(us),,2
1849,4551,,,,(m)i,,1S
1850,4551,,,,thanvi(alisa) therini(alisasa),,2S
1852,4553,,,,pupln(i)al,,2
1854,4562,,,,flezr(eial),,7
1857,4565,,,,favstio,for-the-throat,1A
1861,4567,,,,c(vm) v(ngvento),,3B
1862,4569,,,,pi(x),pitch,1A
1864,4569,,,,svtvs,sutures,2A
1869,4591,,,,uisc(ial),,1
1871,4594,,,,lethiu fiu(sa),,1
1875,4602,,,,celiu(s),mr-seflatna,2
1877,4609,,,,pulzia(s),mr-pulzias,2
1879,4610,,,,larthi putina(s) kru(ia)l{----},,1
1880,4613,,,,cuinui(alisa),mr-larismrs-apismrscuinuis-daughters-husband,2
1881,4618,,,,mi calisnas larth(i)al,ithe-urnof-mr-calisnamrs-larthis,1
1883,4621,,,,larthi,ms-larthi,1
1884,4622,,,,thremsini,,3
1886,4630,,,,c(aii),,1
1887,4632,,,,crispinia,mrs-crispiniafirmamr-,1
1888,4636,,,,arnthur anain(i)al,,1
1889,4640,,,,larthi,,1
1890,4643,,,,a(ulial),,1
1891,4646,,,,pumpui(al),,1
1892,4649,,,,sethrni(al),,1
1893,4650,,,,sethrni(alisa) auinial,,1
1894,4651,,,,sethrni(alisa),,1
1898,4664,,,,arnth(i)alisa,mrs-arnthis-sons-wife,2
1901,4668,,,,fapisne(s),fapisna,2
1904,4669,,,,paethinia,,3
1905,4670,,,,paethinia,paethinia,1
1906,4671,,,,seiante trepu(s),,1
1907,4675,,,,latithe(s) arnth(i)al,,1
1909,4678,,,,a(rn)th(i)al,mrs-arnthis,2
1914,4684,,,,velathri(e)z,,2
1916,4689,,,,a(rn)th,mr-arnth,1
1917,4690,,,,larce(s),mr-larces,1
1919,4695,,,,pupu(i)al,,2
1923,4701,,,,v(el)i(al),,2
1924,4702,,,,anin(i)al,mrs-aninis,1
1931,4725,,,,lautn(i),our-slavegirl,1
1934,4739,,,,tiz(ia)l,,1
1938,4744,,,,vezana{}s,,2
1941,4760,,,,fuluni(alisa),,2
1943,4763,,,,l(ar)th cultanei(al) tetinasa,,1
1944,4769,,,,c(a(i)i) avfid(i)i c(a(i)i),of-mr-caiusaufidiusmr-caiussson,1
1946,4772,,,,c(aii) l(ibertvs),,1
1948,4773,,,,philemativ,mrs-satelliaphilematiumrcaiussfreedgirl,2
1949,4773,,,,plinthae,,4
1950,4774,,,,philemativ,philematiu,3
1951,4774,,,,plinthai,of-plintha,4
1958,4790,,,,thanicu,mr-thanicu,1
1959,4792,,,,evantra,mr-evantra,1
1960,4792,,,,l(a(u))t(nitha),,2
1962,4795,,,,feli(al),mrs-felis,2
1963,4795,,,,alfni(e)sa,,3
1965,4797,,,,purnei(al),mrs-purneis,2
1966,4798,,,,petrui(al),mrs-petruis,2
1969,4804,,,,v(e)l(ia) velsi(al),,1
1975,4813,,,,larthi,ms-larthi,1
1976,4813,,,,pruciu(s),,2
1980,4825,,,,vipin(i)al,,2
1981,4827,,,,campes,,2
1986,4848,,,,petrui satn(i)al,,1
1987,4850,,,,a(rn)th felusn(i)al,,1
1988,4851,,,,thani,mrs-thanimr-aulesdaughtermrs-varneis-sons-wifemrs-,1
1989,4852,,,,meinei(al),mr-thanamrs-meineismrs-varnis-daughters-husband,1A
1990,4854,,,,larthi puia,mrs-larthimrs-carneis,1
1991,4856,,,,thani patislani(alisa),mrs-thanimr-aulesdaughtermrs-patislanis-sons-wifemrsveluisdaughter,1
1993,4862,,,,thania larci(al),,1
1994,4864,,,,larc(e) fravni(e)sa,,1
1996,4870,,,,lautnitha,,2
1997,4878,,,,vercnei,mrs-vercnei,1
1998,4882,,,,thani latinial fanus(ia)lisa,mrs-thanimr-auletitie-sonswifemrs-latinisdaughtermrsfanusis-sons-wife,1
2006,4901,,,,vetuni(al),,1
2007,4902,,,,thania fustanei(al) saliesa,,1
2012,4915,,,,calisn(i)al,,1
2013,4917,,,,v(e)risn(a)s(a),bmrs-aulimr-verisnas-sons-,1A
2014,4917,,,,s(a)nsiusa,mr-sansiuss-sons-wife,1B
2017,4930,,,,nemu,,1
2018,4945,,,,mi larthiza(s),,1
2020,4947,,,,mi,imr-aranthiathanursies,1
2024,4966,,,,mi fulchenas velthuruscles,imr-larthiafulchenasmr-velthursons,1
2025,4970,,,,mi,ifor-mr-velturskanesna,1
2028,4982,,,,{raiths},,1B
2030,4983,,,,(suthi),,1
2031,4983,,,,z(ilachunthus) t(enie),,2
2043,5018,,,,velthura,,2
2048,5037,,,,suthi,,1
2054,5053,,,,ma(rces) fermenas,,1
2057,5060,,,,mi larthas,,1
2058,5064,,,,felza(s),,1
2059,5067,,,,mi pesnas(i)al,,1
2060,5071,,,,caicnas,,1
2061,5089,,,,prumath(e),great-grandson,1
2063,5092,,,,lupuce,,3
2064,5093,,,,clevsinsl rumitrine,,3
2068,5097,,,,thuva,of-mr-velthur,1
2069,5097,,,,suplu,------en----and-asilincensemr-suplu,7
2070,5100,,,,eitva,one-of-his-fates,1
2071,5100,,,,lesna,,3
2074,5112,,,,leinies,leinies,2
2075,5112,,,,zilathus,,3
2076,5116,,,,ar(n)thaes,,1
2077,5117,,,,ansina(s),,2
2079,5146,,,,iculnei(al),,1
2081,5152,,,,l(ar)thiesas,cbathe-lawfulof-,1D
2082,5152,,,,euach(i)al,,1E
2083,5160,,,,larthial,mrs-larthis,3
2086,5170,,,,ranthu murinasa,,1
2089,5187,,,,v(el)ch(es) aprthnas v(el)ch(es),,1
2090,5189,,,,v(eluz) celez v(elial),mr-velcelesmrs-velis,1
2093,5197,,,,azaletnia,mr-fastias,2
2094,5197,,,,llarthusa,mrs-aletnismr-larthsdaughters-husbands,3
2095,5197,,,,matruialisa,,4
2096,5202,,,,ial,seprsias,2
2097,5204,,,,cemtiui(al) caprunas,,1
2098,5211,,,,velsu l(ar)th(us),mr-sethvelsumr-larthssonmr-larthvelsuanyof-thegoods-and-chattels,01
2099,5211,,,,velsu l(ar)th(us),mr-larthssonmr-larisvelsumr-larthssonmr-arnthsuplu,03
2100,5211,,,,setria(s),,10
2101,5214,,,,e(cnatn)u,,1
2104,5220,,,,nesna,,2
2111,5232,,,,tv(s)c(o),,1
2113,5235,,,,satnea,,2
2115,5237,,,,tuthiu chimthm casth(n)ialth lacth,at-the-sun-god-cathas-assembly,1A
2119,5243,,,,latherialch,of-the-town-of-latheri,3
2121,5244,,,,sethras(a),seethe-tombof-mr-zalnape,1
2122,5244,,,,sethras,mr-sethra--,2
2127,5258,,,,vanth,,1
2138,5298,,,,la(utnithas),mr-tarnasmrs-larthisslavesmr-velsslaves,1A
2141,5309,,,,arnth(us) larth(i)al,,1
2142,5313,,,,an arnthe(i)al(e)s tetni(e)s,hewas-containedby-of-a-son-of-a-mother-mrsarntheimr-tetniesand--by--mr-ramthesmrs-visnais,1
2144,5315,,,,arnth(i)al(i)s(e) lupu esal(e)s,mr-tute-larth--andhewas-containedby-mr-tuteby-mrs-arnthi--deadof-yearsof-twoofeighty,1
2145,5315,,,,fathlial(u)s ravnthu(s) thunz,,2
2147,5323,,,,cutne(i)al,ms-cutneis,1
2163,5356,,,,charu,,1
2164,5360,,,,ravnthu,mr-ravnthu,1B
2165,5360,,,,thefrinai(al),mrs-thefrinais,2B
2167,5362,,,,ci matvesi,threealtarsdedicatingto-thegod-matveand-to-the-god-calushould-begrantedmr-cae,5
2174,5368,,,,teriasal(se)s,,2
2177,5378,,,,arnth(i)al larthial vipen(i)al,mr-ravnthsmrsfelcismrfelcesmrs-arnthismrs-larthismrs-vipenis,1
2179,5382,,,,a(rn)th(us),mr-vepiamr-arnthvelchasor,1
2182,5385,,,,-----------------------------------------------velthurus larcai(al),-----------------------------------------------mr-velthurssonmrslarcaisson,2
2183,5385,,,,----u canirachathcesnieltha,----usacred-hymnistsercefasmantcanirachathcesnielthas--u--etheaich----icu,5
2184,5385,,,,acrialsm --arnasapa,camsacred-hymns-singingofaes-grave-ingots-one-poundin-weightacrialsmarusiasthesei----ce----thal--,6
2185,5385,,,,zilc fulchuniesi{----},,8
2186,5387,,,,seitithas,,2
2189,5392,,,,aprthnai,,2
2192,5400,,,,velthurus,mr-velthurs,2
2194,5401,,,,velusa,mr-vels-daughters-husband,3
2195,5401,,,,aninai(al)c,,4
2196,5402,,,,velthurusa,mr-velthurs-sons-wife,3
2197,5404,,,,larthialisa,mrs-larthis-daughters-husband,2
2198,5407,,,,matani,alsothe-flenznate---------------ce------------ms-mataniasbeforein-september--------,6
2199,5407,,,,chu----------al clen(u)s,of-ms-arnthimr-larthisgrandchildchu----------almrramathassons,8
2200,5407,,,,scuna,,9
2201,5408,,,,cechase,,3
2204,5410,,,,zilath,our-headman,3
2205,5413,,,,tercenna,,1
2207,5419,,,,eizenes,mr-eizenes,1
2208,5419,,,,velus(a),mr-vels-daughters-husband,3
2209,5421,,,,vestarcanias,mr-vestarcnies,2
2210,5423,,,,tenthas avil,mr-velthurpartunus,1
2211,5426,,,,velthur,mr-velthurmrs-larisisdaughters-husbandsonof-mrscuclnison,1
2212,5427,,,,spurinas arnth cuclnial metlialc,mr-arnthclanitiemr-,1
2214,5430,,,,pulenas,of-mr-larispulenasonof-mr-larcegrandfatherof-ms-larthis,1
2215,5430,,,,velthurus neft(u)s prumt(u)s,nephewof-mr-velthurgreatgrandsonof-ms-larisithegreeks,2
2216,5430,,,,an zich nethsrac acasce creals tarchnalth,whothiswritingof-entrailsinterpretations-alsohe-did-storehereas-ambassadorat-tarquinia,3
2217,5430,,,,luthcva pachanac,the-principal-vegetable-sacrificesof-the-sun-god-cathaand-thegod-bacchusgroup-ofworshippersbronze-statue,5
2218,5430,,,,chim,the-honeyed-wineof-the-godgrabovuof-the-dictatorthe-triple,6
2219,5430,,,,amce,bronze-statueat-the-inmostsanctuary-of-the-templemlusnaranvismlamna---------------------mnathuras,8
2220,5432,,,,thanchvilu,mrs-acnatruis-daughtershusband-alsomr-thanchvilu,2
2222,5436,,,,partunial,,1
2224,5438,,,,cuclnies,,2
2225,5440,,,,pa(pa),our-grandfather,3
2226,5441,,,,l(a)r(isusa) rputzs ril,mr-palazusmr-aulesmr-lariss-daughters-husbandspitof-ageof-,1
2228,5443,,,,ramth(a)s,,2
2230,5444,,,,tatnie,mr-tatnie,1B
2232,5444,,,,i(llvstris),,3N
2234,5452,,,,cesu(s),mr-ramthamrs-zertnaisheremr-cesus,1A
2238,5458,,,,seitithiialisa,,4
2239,5459,,,,arnth apunas,mr-arnthmr-apunasvel,1
2240,5459,,,,svalce,,3
2241,5463,,,,zathrmis,,3
2245,5477,,,,almina,mr-almina,1
2247,5487,,,,apries ar(nthus),mr-apriesmr-arnthsmr-velthurs-daughtershusbands,1
2248,5487,,,,thrutnuth,,2
2249,5488,,,,apries,mr-apriesmr-vels,1
2250,5489,,,,apries v(el)th(urusas),,1
2253,5497,,,,lurcni,ms-lurcni,1
2255,5500,,,,ti(berii),,2
2256,5503,,,,vs,mr-luciusssonof-yearsof-,4
2257,5504,,,,oronia,ms-caiaoroniamr-marcussdaughter,2
2260,5511,,,,cuclnies la(utni),mrs-ecnatis--wifemrslarthismrcuclniesmrvelthursslavegirl,2
2261,5512,,,,lartiu cucinies,mr-lartiumr-cucniessonmrs-larthisson,1
2262,5513,,,,cuthlni,ms-cuthlni,1
2264,5517,,,,zilcusa,,3
2265,5520,,,,velthurus,,1
2266,5521,,,,arnth cutnas zilcte lupu,,1
2269,5526,,,,meiani municleth,ernestvscarolvsgvilielmvssittigivsproapographvmanonymimarvcellianivtego--foliorecto--theanonymousmanofthecodexofthemarucellianlibraryofflorenceonleaffrontside,2
2272,5533,,,,nauna(s) v(elial)c vausimir,mr-ernthmr-naunasand-mrsveliasthe-delightsof-msvelia,1
2274,5542,,,,alpzen,,4
2276,5549,,,,larthusla purthi(e)s selvans(ia)l,,2
2277,5554,,,,velchas thui cesu(sa),,1
2278,5556,,,,scurna,mr-scurna,1
2279,5558,,,,vipenas l(a)r(isusa),mr-vipenasmr-larissmr-lariss-daughters-husbandstombstone,1
2283,5564,,,,enl un,enlthe-goddess-of-the-sunmr-thaniayouetnachsacredhymnsmr-marce,2
2284,5564,,,,um frrfuuifri i thanuri,umfrrfuuifriiof-thosebreadbaskets,3
2285,5564,,,,aruna,of-the-snake-god-chvszcslinthe-realms-of-the-godsyoumraruna,4
2286,5564,,,,nathic v,nathicvls-sonvfnaenecneucha,5
2287,5564,,,,ci scusifi,arimthreeherescusificasuanlam,6
2288,5564,,,,acuch,,9
2289,5565,,,,frutie,,1
2290,5565,,,,larthial selvansialsi alpan,,2
2291,5566,,,,spurina arnth,mr-spurinaarnthmr-velsson,1
2292,5566,,,,zilath lupuce surnuialisac,,3
2293,5569,,,,lx,,3
2295,5570,,,,creicial,,2
2297,5576,,,,larthi(al),,2
2300,5578,,,,ethras,,2
2302,5580,,,,cusinei,mrs-cusinei,12
2305,5590,,,,meticni,ms-maticni,1
2306,5590,,,,larthi(al),mrs-larthis,2
2307,5592,,,,statie,mr-statiemr-lariss,1
2308,5596,,,,felces,mr-felces,1
2311,5603,,,,------sthuktith nefunt,,1
2315,5620,,,,splaturi(al),,3
2318,5630,,,,secna,,1
2321,5637,,,,velth(ur),,1
2326,5648,,,,puth(e)cnes,of-mr-puthecne,1
2328,5650,,,,ei a,dayone-onlyon-his-behalfsacrificial-victimvery-largewassacrificedby,8
2329,5652,,,,eidvs,he-performedin-his-dyingonthe-day-before-the-fifteenth-day,3
2330,5652,,,,m(a)n(io),of-octoberwith-caiuscalpurniuspisomaniusaciliusas-the-,4
2334,5689,,,,rufres,mr-rufresmr-larissmr-ramthas-daughtershusbandmrs-larisis,1
2335,5691,,,,velthur,mr-velthur,2
2336,5705,,,,puplinas,,1
2338,5708,,,,trepties l(a)r(isusa),of-mr-treptiemrlarissmr-larissdaughters-husband,1
2341,5715,,,,savfea,ms-saufea,1
2347,5722,,,,eca mutna velthurus stalanes,seethe-sarcophagusof-mrvelthurstalane,1
2350,5724,,,,eca mutna ramthas,seethe-sarcophagusof-mr-,1
2352,5727,,,,thanchvil(ialisa),,1
2355,5728,,,,calisnial,mrs-calisnis,4
2356,5728,,,,futhizars,,6
2357,5729,,,,v(e)t(ie)s(i) caschce,,1
2358,5732,,,,larth(i)al statlanes,,1
2360,5749,,,,ri{}l,,4
2361,5751,,,,eca mutna arnth(i)al,seethe-sarcophagusof-ms-,1
2369,5768,,,,vipi(al),,1
2370,5769,,,,visili,ms-visili,1
2371,5771,,,,sethres fermelus(a),of-mr-sethremrfermelus,1
2372,5773,,,,thanas,,2
2373,5774,,,,nerinai,,1
2374,5774,,,,larthi(al),ms-nerinai,2
2377,5782,,,,sethra(s),,2
2378,5786,,,,flenchrinas sethre(s),,1
2379,5787,,,,atre(i)al,,2
2383,5800,,,,gegani(vs),,1
2384,5801,,,,herenia,,2
2386,5807,,,,ar(nthus),mr-arnth,1
2391,5830,,,,alethnas,of-mr-alethna,1
2394,5834,,,,xiixx,,2
2396,5840,,,,l(ar)th(us) veies,of-mr-larthveiemrs-larisis,1
2397,5842,,,,cainie,mr-cainie,1
2398,5843,,,,thvetlies l(a)r(isus),of-mr-thvetliemr-larissof-yearsof-ageof-,1A
2400,5853,,,,tetnies,tetnie,2
2401,5853,,,,fr(aucniesa),,4
2404,5862,,,,velthurus,of-mr-velthur,2
2406,5874,,,,arnth churcles larth(i)al ramthas(a) ne(ts)v(is)tnial zilc,mr-arnthmr-churclessonmrs-larthissonmr-ramthasdaughters-husbandof-thecollege-of-the-inspectors-ofentrailsthe-chiefthe-chiefof-the-godbacchushe-was,1
2408,5875,,,,churchles(a),,1
2417,5888,,,,pepnei,mrs-pepnei,1
2418,5888,,,,ramtha,mr-ramthas,2
2419,5892,,,,a(nnos),mr-publiusssonlivedfor-years,2
2423,5896,,,,ritnei,mrs-ritnei,4
2424,5900,,,,liptinia,,1
2426,5909,,,,tarqviti(vs),mr-caiustarquitiusmr-,1
2427,5909,,,,pistra,,2
2428,5918,,,,tarchnas larth(i)alisa,,1
2429,5923,,,,cl(an),,2
2430,5944,,,,tarchna r(amthas),,1
2431,5946,,,,tarchnai(alisa),,1
2432,5955,,,,l(ar)th tarchnas,,1
2433,5967,,,,tarchnas,,1
2437,5991,,,,nauclitia la(utnitha),,2
2441,6019,,,,campanes,,1
2442,6022,,,,l(vc(i)i) arvnt(i)i,,1
2443,6024,,,,laeis,,2
2446,6041,,,,liptinia,ms-liptiniamr-marcuss,1
2448,6052,,,,l(iberti),,1
2449,6056,,,,ramtha,,1
2450,6070,,,,ranthu(sa),,1
2452,6078,,,,l(ar)th althras(a),,1
2455,6085,,,,l(vc(i)i) leptina(e),,1
2456,6103,,,,l(ar)th(us) muras,,1
2458,6115,,,,c(a(i)i) titin(i)i c(aii),,1
2459,6127,,,,magilia l(vc(i)i),,1
2460,6157,,,,matunas(a),,1
2461,6158,,,,canatnei(alisa),,2
2462,6159,,,,matunas,mr-velmr-matunasmrs-larisis-daughtershusband,1
2463,6163,,,,p(vbl(i)i) netamvs(i)i,,1
2467,6195,,,,aties an,,1
2469,6206,,,,vincnai,mrs-vincnai,2
2470,6207,,,,m(u)ni,,1
2471,6211,,,,sucu,,2
2473,6212,,,,methina,,2
2475,6213,,,,cerichunce,built,5
2476,6213,,,,cesu,sacred-altarhere,8
2480,6227,,,,cvethna,,1
2481,6229,,,,apianas,,1
2482,6238,,,,la(rtis),,1
2483,6277,,,,c(a(i)i) manl(i)i,,1
2484,6283,,,,c(a(i)i) orgv(i)i,of-mr-caiusorcuiusmr-aulussson,1
2485,6284,,,,l(vc(i)i) ot(i)i l(vc(i)i),,1
2486,6307,,,,--nige,,2
2487,6309,,,,an nunthene sathnas,,7
2488,6310,,,,fu--------------------al nunthena,b------thefu--------------------aloffering------------aseiadrinking-to-the-healthjust-as--cethe-dedications,16A
2489,6312,,,,thesan etr(i)as,see the-goddess-thesanof-theclient-bodyin-the-sanctuary-of-,1
2490,6312,,,,acalia------,futilathe-god-jupiterof-theclient-bodyin-june------,2
2491,6312,,,,thanachvilu,,3
2492,6313,,,,------ar------,------ar------,2C
2493,6313,,,,------ra------,------ra------,2D
2494,6314,,,,churvar,dances,10
2496,6314,,,,cluvenias,of-chiusi,6
2497,6316,,,,qa,,12
2498,6322,,,,a(ulesa),,1
2500,6342,,,,af(le),,3
2511,6416,,,,acvilnas,,1
2545,6661,,,,an,this,1A
2547,6672,,,,prac(na),,2
2549,6673,,,,rz),,13
2552,6673,,,,gamonymic (arnthusa),,32
2553,6673,,,,in arnthusa),,34
2554,6673,,,,arnthusa),,36
2555,6674,,,,a v z f i k l n s o u r s f r s u ch f,acevzfthiklmnsouprsfrstuchf,1A
2556,6674,,,,thumlana,mr-thumlana,1B
2557,6674,,,,thumlana,mr-thumlana,1D
2560,6688,,,,z(ilch),the-general,1A
2563,6703,,,,anzina,imr-thanasandmsvilusispail,4B
2564,6703,,,,venel mluluva(ni)ce>{ce>},mr-veneldedicated,5B
2565,6703,,,,seticu,,6B
2566,6710,,,,futumuza,a-little-wine-jar,1
2573,6725,,,,zavena,,2
2574,6726,,,,thas,,2
2582,6743,,,,atr(enas),,1
2586,6752,,,,alsaianasi,,3
2597,6838,,,,palmithe,palamedes,1A
2598,6838,,,,me(n)r(v)a,thegoddessminerva,1B
2599,6838,,,,pruimithe,thedemigodprometheus,1C
2600,6838,,,,menle,,1D
2605,6846,,,,<i>p,,3
2615,6959,,,,zaip{ei}<ie>s,,1
2617,6976,,,,afunas,,1
2618,6980,,,,v<e>cial,,1
2619,6995,,,,s(eth)i,,2
2624,7012,,,,s(e)t(us),mr-sets,1
2625,7014,,,,puspmas,,1
2626,7024,,,,f(astia)n(as),,1
2627,7025,,,,vaip(e)n(a)s,,1
2629,7033,,,,vipuzes,,1
2631,7042,,,,l(ar)th papasa,mr-larththe-grandfathermrlarths-daughters-husband,1
2632,7044,,,,rseiantialisa,mrs-titimr-vescuniasmrs-seiantis-sonswife,2
2633,7045,,,,calisne puial{--------},mr-taniacalisnefor-his-wifes,1
2638,7060,,,,pui,,03
2639,7060,,,,pui,wife,08
2643,7069,,,,o t(e)n,,1B
2646,7073,,,,kathrni(e)s,,1
2653,7089,,,,plautri(al),,1
2660,7096,,,,eca mutna,,1
2661,7097,,,,an zil(a)chn(ce),,2
2664,7111,,,,th(a)n(a) pvrnei(al),,1
2665,7115,,,,petnei,,1
2666,7116,,,,pe(tnei),,1
2667,7117,,,,e(cnatna),,1
2668,7118,,,,e(cnatn)i,ms-ecnati,1A
2669,7122,,,,tetinei(al) cumeresa,,1
